,churn,suceessful,revenue,covid_cases_zip,reviews_per_month,review_scores_rating,number_of_reviews_ltm,number_of_reviews,calculated_host_listings_count,calculated_host_listings_count_entire_homes,host_response_time,host_response_rate,host_acceptance_rate,cleaning_fee,maximum_minimum_nights,minimum_nights_avg_ntm,availability_365,review_scores_checkin
0,0,3,13200,22.0,1.09,97.0,18,123,1,1,4.0,100.0,77.72184106938668,100.0,2.8333333333333335,2.066666666666667,312,10.0
1,0,6,17500,76.0,3.81,98.0,25,467,1,1,3.5,99.46432499999999,99.05517440272001,60.0,1.0,1.0,22,10.0
2,0,3,10508,34.0,2.12,99.0,20,256,1,1,3.5,100.0,81.55517440272001,0.0,3.0,3.0,39,10.0
3,1,0,650,30.0,1.77,96.0,21,205,3,2,4.0,100.0,94.16552320816004,50.0,30.0,30.0,88,10.0
4,0,0,2706,35.0,1.84,98.0,12,211,2,2,2.0,77.83333333333333,71.55517440272001,90.95796,2.0,2.0,365,10.0
5,0,0,3900,34.0,1.99,99.0,14,226,1,1,3.5,100.0,89.88850773605334,90.95796,3.0,3.0,358,10.0
6,0,0,6090,34.0,4.41,98.0,40,496,3,3,4.0,100.0,96.88850773605334,40.0,3.0,3.0,326,10.0
7,0,0,2574,34.0,2.14,95.0,15,191,2,0,3.0,99.46432499999999,94.38850773605334,25.0,3.0,3.0,269,10.0
8,0,3,13563,35.0,4.56,97.0,58,505,1,1,4.0,100.0,97.38850773605334,20.0,3.0,2.5166666666666666,35,10.0
9,0,1,3920,23.0,0.36,95.0,4,36,2,1,4.0,100.0,87.38850773605334,90.95796,3.0,3.0,365,10.0
10,0,4,12600,34.0,3.2,99.0,50,360,1,1,4.0,100.0,99.05517440272001,60.0,3.0,3.0,314,10.0
11,0,2,10800,5.0,6.14,95.0,55,689,3,0,4.0,100.0,99.05517440272001,5.0,1.0,1.0,177,10.0
12,0,0,0,35.0,0.05,73.0,0,5,8,0,3.8333333333333335,95.0,24.555174402720013,0.0,2.0,2.0,365,8.0
13,0,1,9230,5.0,3.58,99.0,41,394,1,1,4.0,100.0,98.22184106938668,40.0,3.0,3.0,124,10.0
14,0,1,7062,35.0,1.33,99.0,4,141,1,1,2.0,97.85730000000001,75.22184106938668,0.0,30.0,30.0,365,10.0
15,0,4,15840,34.0,0.96,98.0,5,106,2,2,4.0,99.66666666666667,93.72184106938668,120.0,30.0,29.95,180,10.0
16,0,0,3105,30.0,0.99,98.0,17,108,2,1,4.0,98.4,94.86620928326401,45.0,30.0,26.560000000000002,86,10.0
17,0,5,15840,34.0,3.16,97.0,36,338,3,3,4.0,100.0,99.05517440272001,66.0,4.0,2.9333333333333336,206,10.0
18,0,2,10500,5.0,6.45,96.0,60,684,3,0,4.0,100.0,99.05517440272001,5.0,1.0,1.0,181,10.0
19,1,0,300,59.0,0.79,100.0,2,2,1,0,3.25,99.1964875,100.0,75.0,2.0,2.0,364,10.0
20,0,2,13600,5.0,1.82,93.0,24,192,3,3,2.6666666666666665,99.46432499999999,94.88850773605334,80.0,3.0,3.0,180,10.0
21,0,3,10920,5.0,2.61,97.0,25,276,3,3,2.6666666666666665,99.46432499999999,94.88850773605334,120.0,3.0,3.0,177,10.0
22,0,1,9000,76.0,0.72,98.0,2,76,1,0,1.5,71.63099166666667,42.22184106938668,90.95796,2.0,2.0,0,10.0
23,0,2,9307,35.0,1.88,98.0,20,198,1,1,4.0,100.0,98.05517440272001,100.0,2.0,2.0,362,10.0
24,0,4,16380,5.0,1.18,97.0,17,71,2,2,3.8333333333333335,100.0,90.38850773605334,200.0,2.0,2.0,86,10.0
25,0,0,6272,34.0,4.52,98.0,39,475,3,3,4.0,100.0,96.88850773605334,45.0,3.0,3.0,346,10.0
26,0,0,3200,35.0,1.37,97.0,5,142,2,0,3.5,99.46432499999999,77.72184106938668,30.0,2.0,2.0,362,10.0
27,0,2,12384,34.0,2.52,96.0,15,258,1,1,4.0,96.33333333333333,99.05517440272001,25.0,3.0,3.0,332,10.0
28,0,0,4150,35.0,1.03,95.0,25,105,3,3,4.0,100.0,96.88850773605334,85.0,2.0,2.0,256,10.0
29,0,3,11700,34.0,1.78,97.0,17,182,1,1,2.8333333333333335,95.29765833333333,87.72184106938668,75.0,7.5,7.5,355,10.0
30,0,4,15580,46.0,1.63,98.0,14,167,1,0,2.8333333333333335,98.92865,86.05517440272001,25.0,2.8333333333333335,2.8333333333333335,37,10.0
31,0,4,21160,46.0,1.84,99.0,20,171,1,1,3.8333333333333335,100.0,99.05517440272001,99.0,2.0,2.0,242,10.0
32,0,1,6370,35.0,0.38,99.0,3,38,1,1,3.8333333333333335,100.0,81.55517440272001,80.0,30.0,30.0,271,10.0
33,0,4,18095,46.0,0.33,100.0,7,25,1,1,3.3333333333333335,99.46432499999999,99.05517440272001,150.0,4.0,4.0,83,10.0
34,0,3,8625,34.0,0.6,95.0,1,61,2,2,4.0,99.66666666666667,93.72184106938668,115.0,30.0,30.0,365,10.0
35,0,2,11200,5.0,0.79,95.66666666666667,13,80,1,1,1.8333333333333333,98.92865,93.72184106938668,100.0,21.0,21.0,361,10.0
36,0,0,1330,24.0,0.1,100.0,0,10,1,1,1.0,96.78595020594902,94.33104940272001,120.0,30.0,30.0,365,10.0
37,0,6,27000,5.0,1.66,97.0,0,167,1,1,1.0,96.78595020594902,96.22069940272002,100.0,20.666666666666668,20.666666666666668,0,10.0
38,0,3,9450,14.692020000000001,2.2,99.0,12,104,1,0,2.0,97.85730000000001,98.11034880544003,45.0,2.0,2.0,0,10.0
39,0,4,12840,34.0,4.18,97.0,44,419,2,2,4.0,100.0,98.72184106938668,40.0,4.0,3.75,127,10.0
40,0,0,7370,46.0,1.24,96.0,0,124,1,1,3.1666666666666665,99.46432520594901,99.05517440272001,80.0,30.0,30.0,280,10.0
41,0,1,8320,5.0,3.36,96.16666666666667,30,337,1,1,4.0,100.0,96.88850773605334,50.0,3.0,3.0,350,10.0
42,0,0,4095,35.0,0.44,97.0,2,42,2,0,3.5,99.46432499999999,77.72184106938668,30.0,2.0,2.0,364,10.0
43,0,3,20200,46.0,0.73,97.0,10,72,1,1,4.0,100.0,95.72184106938668,75.0,3.0,3.0,0,10.0
44,0,4,17200,5.0,1.48,95.0,28,95,20,20,3.6666666666666665,96.0,99.05517440272001,225.0,3.5,1.5999999999999999,170,10.0
45,0,2,10720,35.0,1.72,96.0,4,169,1,1,1.8333333333333333,97.85730000000001,84.05517440272001,85.0,30.0,30.0,269,10.0
46,0,0,4758,59.0,0.84,98.0,16,82,2,2,4.0,100.0,99.05517440272001,50.0,3.0,3.0,0,10.0
47,1,0,90,14.692020000000001,0.79,98.0,10,76,2,2,2.0,100.0,100.0,100.0,31.0,31.0,242,10.0
48,0,0,500,35.0,0.46,94.0,2,35,1,1,1.6666666666666667,98.92865,65.22184106938668,100.0,30.0,30.0,365,10.0
49,0,2,9750,35.0,1.62,95.0,8,146,1,1,3.0,89.29765833333333,79.38850773605334,185.0,2.6666666666666665,2.0,362,9.0
50,0,3,15652,46.0,0.36,92.83333333333333,8,35,2,2,3.3333333333333335,93.29765833333333,93.05517440272001,200.0,3.0,1.9000000000000001,207,9.0
51,0,3,10580,34.0,4.39,97.0,54,409,1,1,4.0,100.0,99.05517440272001,25.0,2.8333333333333335,2.0,115,10.0
52,0,0,5700,35.0,4.37,91.0,36,325,1,0,4.0,100.0,99.05517440272001,90.95796,1.0,1.0,171,10.0
53,0,0,3755,5.0,2.4,95.0,0,226,1,1,2.5,98.39297520594901,94.33104940272001,0.0,30.0,30.0,364,10.0
54,0,3,8019,76.0,0.95,96.0,0,89,1,1,2.5,99.46432520594901,40.72184106938668,25.0,30.0,30.0,344,10.0
55,0,4,28350,5.0,0.36,96.33333333333333,17,35,2,2,3.3333333333333335,86.16666666666667,98.22184106938668,125.0,1.0,1.0,284,9.0
56,0,1,6570,5.0,3.35,91.0,55,324,6,6,3.0,88.6,94.46620928326402,50.0,7.8,7.8,0,10.0
57,0,1,9434,5.0,5.67,97.0,49,547,4,0,4.0,100.0,98.86620928326401,35.0,3.6,2.0599999999999996,0,10.0
58,0,4,34450,5.0,0.56,99.0,5,52,1,1,3.5,100.0,89.72184106938668,200.0,3.3333333333333335,3.0,337,10.0
59,0,2,11475,23.0,1.3,93.16666666666667,10,122,5,2,4.0,99.5,96.22184106938668,75.0,2.6666666666666665,2.033333333333333,0,9.0
60,0,1,6900,5.0,5.72,96.0,44,554,2,0,4.0,100.0,99.05517440272001,35.0,3.0,2.05,45,10.0
61,0,5,34190,35.0,0.29,93.0,1,26,8,1,4.0,100.0,93.38850773605334,90.95796,2.0,2.0,306,9.0
62,0,2,10680,34.0,3.69,99.0,34,356,1,1,2.1666666666666665,95.0,88.72184106938668,90.95796,2.0,2.0,283,10.0
63,0,0,5727,5.0,5.58,96.0,63,530,4,0,4.0,100.0,98.86620928326401,25.0,3.2,2.0599999999999996,67,10.0
64,0,3,18725,30.0,1.12,96.0,5,105,4,4,3.3333333333333335,90.5,76.22184106938668,100.0,30.0,30.0,252,10.0
65,0,5,55860,35.0,0.87,98.0,8,78,1,1,2.1666666666666665,63.964325,92.72184106938668,150.0,21.0,21.0,81,10.0
66,0,1,3375,34.0,0.45,99.0,3,42,1,1,1.5,68.79765833333333,38.22184106938668,60.0,21.0,21.0,89,10.0
67,0,3,20020,5.0,1.45,98.0,11,133,2,2,3.1666666666666665,100.0,94.22184106938668,95.0,3.3333333333333335,3.0,251,10.0
68,0,0,3780,34.0,2.6,96.0,17,172,1,0,3.3333333333333335,100.0,61.55517440272001,40.0,1.0,1.0,364,10.0
69,0,1,7084,76.0,0.8,97.0,4,73,4,4,3.3333333333333335,90.5,76.22184106938668,100.0,30.0,30.0,364,10.0
70,0,3,12750,76.0,0.58,96.0,6,54,4,4,3.3333333333333335,90.5,76.22184106938668,100.0,30.0,30.0,364,10.0
71,0,2,11039,35.0,1.25,98.16666666666667,8,117,1,1,3.5,99.46432499999999,94.05517440272001,50.0,3.0,3.0,0,10.0
72,0,0,1656,34.0,2.02,94.0,19,189,2,0,4.0,100.0,99.05517440272001,10.0,2.0,2.0,179,10.0
73,0,0,4140,34.0,2.57,92.0,21,243,2,0,4.0,100.0,99.05517440272001,10.0,2.0,2.0,254,10.0
74,0,0,5049,35.0,6.52,97.0,66,615,1,0,4.0,90.33333333333333,97.38850773605334,15.0,1.0,1.0,352,10.0
75,0,3,11700,35.0,1.59,98.0,1,148,1,0,1.5,98.39297520594901,57.55517440272001,50.0,2.0,2.0,8,10.0
76,0,0,3713,34.0,2.46,96.0,19,227,5,4,3.5,100.0,89.88850773605334,50.0,3.0,3.0,89,10.0
77,0,0,6909,35.0,2.34,98.0,35,218,8,1,4.0,100.0,93.38850773605334,0.0,1.0,1.0,19,10.0
78,0,1,10875,35.0,2.49,98.0,70,232,8,1,4.0,100.0,93.38850773605334,0.0,1.0,1.0,19,10.0
79,0,1,5940,59.0,3.31,98.0,33,289,2,2,4.0,100.0,99.05517440272001,75.0,3.0,3.0,282,10.0
80,0,0,3655,27.0,1.84,99.0,17,168,1,1,4.0,100.0,98.86620928326401,70.0,4.6,2.2199999999999998,176,10.0
81,0,2,11845,34.0,1.97,100.0,17,183,1,0,2.5,100.0,94.05517440272001,90.95796,3.0,3.0,163,10.0
82,0,0,2829,5.0,2.11,99.0,9,191,1,0,3.3333333333333335,99.46432499999999,79.22184106938668,40.0,2.0,2.0,363,10.0
83,0,2,8930,30.0,2.07,89.0,29,180,1,1,4.0,97.5,98.58276160408002,75.0,3.0,3.0,176,10.0
84,0,0,7505,34.0,4.95,96.0,43,458,1,1,4.0,96.66666666666667,99.05517440272001,40.0,3.6666666666666665,2.3333333333333335,147,10.0
85,0,0,3762,26.0,0.67,96.6,20,57,2,0,4.0,100.0,98.86620928326401,20.0,3.0,2.7,167,10.0
86,0,0,1980,3.0,2.37,86.0,30,211,6,3,4.0,99.0,96.11034880544003,15.0,3.6666666666666665,2.0666666666666664,38,10.0
87,0,1,6975,23.0,1.74,89.0,16,156,5,2,4.0,99.5,96.22184106938668,75.0,15.833333333333334,5.783333333333334,94,10.0
88,0,5,20400,35.0,1.06,99.0,24,94,1,1,4.0,100.0,99.05517440272001,125.0,30.0,18.0,137,10.0
89,0,4,27500,35.0,1.02,96.0,15,91,1,1,3.3333333333333335,99.46432499999999,93.22184106938668,200.0,4.166666666666667,3.0,353,10.0
90,0,1,5695,34.0,1.11,96.0,13,99,2,2,4.0,100.0,86.22184106938668,80.0,4.0,4.0,90,10.0
91,0,5,23400,30.0,0.7,94.0,3,42,4,4,3.3333333333333335,90.5,76.22184106938668,100.0,30.0,30.0,284,10.0
92,0,1,7995,30.0,0.39,98.16666666666667,8,35,6,6,3.8333333333333335,100.0,99.05517440272001,125.0,4.333333333333333,3.0666666666666664,91,10.0
93,0,2,14300,30.0,0.65,98.0,5,59,6,6,3.8333333333333335,100.0,99.05517440272001,120.0,5.0,3.1,90,10.0
94,0,1,7425,30.0,0.35,95.0,4,32,6,6,3.8333333333333335,100.0,99.05517440272001,75.0,3.6666666666666665,3.0499999999999994,90,10.0
95,0,4,31350,5.0,1.9,99.0,13,170,1,1,3.6666666666666665,100.0,92.38850773605334,150.0,4.0,4.0,341,10.0
96,0,2,9750,76.0,1.13,97.0,11,100,2,2,2.8333333333333335,89.66666666666667,73.38850773605334,65.0,31.0,31.0,29,10.0
97,0,5,28059,5.0,1.72,96.0,19,154,1,1,1.8333333333333333,97.85730000000001,59.22184106938668,43.0,20.666666666666668,20.666666666666668,179,10.0
98,0,1,6000,2.0,2.43,97.0,26,208,2,1,4.0,100.0,97.83276160408002,40.0,2.5,2.0,11,10.0
99,0,0,3960,76.0,0.91,95.0,5,80,1,1,1.5,68.59531666666668,31.555174402720013,100.0,30.0,30.0,360,10.0
100,0,3,17000,46.0,0.79,95.0,8,54,3,3,4.0,100.0,99.05517440272001,300.0,4.0,4.0,349,10.0
101,0,2,10500,35.0,0.63,99.0,0,56,1,1,4.0,100.0,99.05517440272001,45.0,30.0,30.0,0,10.0
102,1,4,36000,24.0,0.13,78.0,0,12,2,2,3.75,100.0,5.0,0.0,30.0,30.0,0,9.0
103,1,2,29450,14.692021900664802,0.76,96.0,6,64,8,8,4.0,100.0,97.16552320816004,300.0,5.0,3.9,296,10.0
104,0,4,21158,35.0,1.04,94.0,14,93,1,1,2.5,93.26198333333333,85.55517440272001,79.0,7.5,6.999999999999999,0,9.0
105,0,3,11250,35.0,2.27,99.0,27,203,1,1,4.0,100.0,99.05517440272001,100.0,2.0,2.0,351,10.0
106,0,2,8340,34.0,1.46,98.0,6,131,1,1,3.8333333333333335,100.0,90.38850773605334,50.0,3.0,3.0,340,10.0
107,0,4,13500,34.0,1.28,88.0,0,115,1,1,1.0,96.78595020594902,94.33104940272001,90.95796,20.666666666666668,20.666666666666668,0,9.0
108,0,0,3825,26.0,1.86,96.0,29,162,2,0,4.0,100.0,98.86620928326401,20.0,3.0,3.0,176,10.0
109,0,0,0,35.0,0.15,97.0,0,10,1,1,3.3333333333333335,99.46432499999999,94.33104940272001,100.0,3.0,3.0,180,10.0
110,0,4,13356,59.0,1.14,94.0,6,101,5,5,4.0,100.0,99.05517440272001,165.0,3.0,2.3000000000000003,327,10.0
111,0,0,4715,35.0,0.95,98.0,2,82,2,1,3.5,99.46432499999999,97.55517440272001,35.0,2.0,2.0,85,10.0
112,0,5,16200,35.0,1.01,97.0,0,90,1,1,1.0,96.78595020594902,31.443682736053347,50.0,30.0,30.0,0,10.0
113,0,6,18000,76.0,0.83,95.0,0,68,3,2,1.3333333333333333,97.85730000000001,49.05517440272001,65.0,32.0,32.0,188,10.0
114,0,2,5400,0.0,0.4,97.0,6,34,1,1,2.0,100.0,92.66552320816004,70.0,2.0,2.0,334,10.0
115,0,1,6877,46.0,0.36,96.0,0,28,1,1,2.0,99.46432499999999,73.88850773605334,100.0,4.666666666666667,3.0833333333333335,361,10.0
116,0,0,5504,35.0,0.75,96.16666666666667,3,66,1,1,2.0,100.0,99.05517440272001,60.0,30.0,30.0,27,10.0
117,0,6,33200,46.0,0.66,100.0,15,31,1,1,2.5,98.92865,82.88850773605334,60.0,2.0,2.0,0,10.0
118,0,3,13416,5.0,4.22,96.83333333333333,52,361,5,5,3.8333333333333335,95.16666666666667,99.05517440272001,120.0,2.0,2.0,157,10.0
119,0,0,4746,46.0,2.26,99.0,32,202,3,0,4.0,100.0,99.05517440272001,10.0,1.5,1.0,243,10.0
120,0,0,3450,35.0,1.53,98.0,10,137,2,2,3.5,99.46432499999999,97.72184106938668,80.0,2.0,2.0,180,10.0
121,0,3,19085,76.0,0.25,98.0,2,20,3,3,3.1666666666666665,99.46432499999999,93.55517440272001,75.0,6.666666666666667,6.666666666666667,359,10.0
122,0,4,21663,76.0,0.28,96.0,1,22,3,3,3.1666666666666665,99.46432499999999,93.55517440272001,75.0,25.333333333333332,25.333333333333332,365,10.0
123,0,0,1992,35.0,0.56,93.0,2,50,1,1,2.3333333333333335,98.92865,99.05517440272001,130.0,20.666666666666668,20.666666666666668,364,10.0
124,0,0,6930,35.0,1.54,99.0,18,138,1,1,3.3333333333333335,100.0,99.05517440272001,80.0,3.6666666666666665,3.0,90,10.0
125,0,1,7650,5.0,0.76,93.0,21,59,4,4,3.75,99.0,91.33276160408002,125.0,10.0,9.525,89,10.0
126,0,1,8610,5.0,2.95,94.0,27,232,4,4,3.75,99.0,91.33276160408002,55.0,11.25,10.375,208,10.0
127,0,0,2175,8.0,0.65,99.0,16,56,1,0,3.6666666666666665,100.0,98.11034880544003,35.0,1.0,1.0,346,10.0
128,0,4,12765,34.0,1.24,99.0,10,109,1,1,2.3333333333333335,99.46432499999999,83.88850773605334,0.0,2.0,2.0,86,10.0
129,0,0,7120,30.0,3.81,98.0,36,338,3,3,4.0,100.0,99.05517440272001,75.0,3.0,2.9333333333333336,112,10.0
130,0,0,4000,34.0,1.71,94.0,19,153,1,1,4.0,100.0,90.72184106938668,85.0,2.0,2.0,353,10.0
131,0,3,11970,5.0,2.05,98.0,13,183,1,1,3.5,99.46432499999999,99.05517440272001,80.0,6.166666666666667,4.25,0,10.0
132,0,1,7473,46.0,1.2,99.0,12,83,5,5,3.1666666666666665,100.0,92.05517440272001,95.0,3.6666666666666665,3.0,362,10.0
133,0,2,10735,2.0,0.92,96.0,7,50,1,1,3.0,100.0,80.33276160408002,60.0,2.0,2.0,221,10.0
134,0,5,17523,46.0,0.2,100.0,0,13,5,5,3.1666666666666665,100.0,92.05517440272001,95.0,30.0,30.0,280,10.0
135,0,2,8500,46.0,0.18,100.0,2,16,1,1,2.5,98.39297520594901,99.05517440272001,75.0,2.0,2.0,175,10.0
136,0,4,27300,5.0,1.29,97.0,36,112,1,1,4.0,88.83333333333333,99.05517440272001,90.0,3.0,3.0,120,10.0
137,0,3,14450,35.0,3.02,97.33333333333333,46,270,1,1,3.6666666666666665,95.0,96.55517440272001,75.0,2.0,2.0,255,10.0
138,0,1,7140,46.0,2.28,98.0,26,203,3,0,4.0,100.0,99.05517440272001,10.0,1.0,1.0,353,10.0
139,0,1,4740,0.0,0.13,86.0,0,11,1,0,1.0,96.78595061784705,94.33104820816004,20.0,30.0,30.0,0,9.0
140,0,3,29775,35.0,0.66,93.83333333333333,23,50,1,1,3.5,99.46432499999999,99.05517440272001,160.0,2.0,2.0,76,10.0
141,0,0,7800,35.0,0.1,97.0,1,8,6,6,3.1666666666666665,100.0,99.05517440272001,150.0,120.0,120.0,221,10.0
142,0,0,5250,5.0,3.02,99.0,34,267,2,2,4.0,100.0,98.22184106938668,90.95796,3.0,3.0,178,10.0
143,0,0,1776,35.0,1.27,100.0,9,51,1,0,3.3333333333333335,99.46432499999999,93.22184106938668,65.0,2.0,2.0,111,10.0
144,0,4,22230,35.0,1.56,98.0,12,139,2,2,3.0,99.46432499999999,99.05517440272001,40.0,20.666666666666668,20.666666666666668,315,10.0
145,0,0,2550,34.0,2.45,95.83333333333333,14,219,5,4,3.5,100.0,89.88850773605334,40.0,3.0,3.0,89,10.0
146,0,5,22800,46.0,0.48,94.0,0,42,1,1,2.5,98.39297520594901,31.443682736053347,75.0,20.666666666666668,20.666666666666668,180,10.0
147,0,5,20625,23.0,0.83,97.0,8,45,1,1,4.0,100.0,90.38850773605334,100.0,2.1666666666666665,2.1666666666666665,337,10.0
148,0,5,27900,35.0,0.97,98.0,5,67,2,2,2.6666666666666665,95.0,68.55517440272001,100.0,2.0,2.0,339,10.0
149,0,4,14751,34.0,3.79,97.33333333333333,26,336,1,1,4.0,100.0,95.22184106938668,50.0,4.0,3.033333333333333,42,10.0
150,0,0,3910,23.0,2.79,92.0,16,249,1,1,3.1666666666666665,93.33333333333333,91.72184106938668,90.95796,30.0,30.0,30,10.0
151,0,3,13700,34.0,3.76,96.0,50,298,1,1,3.8333333333333335,100.0,96.22184106938668,40.0,2.0,2.0,13,10.0
152,0,0,6160,35.0,4.98,97.0,59,440,3,0,3.8333333333333335,100.0,98.88850773605334,30.0,1.0,1.0,353,10.0
153,0,0,6210,35.0,4.27,98.0,42,378,3,0,3.8333333333333335,100.0,98.88850773605334,30.0,1.0,1.0,357,10.0
154,0,0,9360,35.0,5.83,98.0,69,521,3,0,3.8333333333333335,100.0,98.88850773605334,30.0,1.1666666666666667,1.0,288,10.0
155,0,3,17129,26.0,1.34,97.2,22,117,1,1,4.0,100.0,98.86620928326401,195.0,10.0,5.44,332,10.0
156,0,3,11205,35.0,2.38,99.0,22,213,1,1,3.1666666666666665,97.79765833333333,93.72184106938668,10.0,24.0,21.133333333333333,365,10.0
157,0,6,27000,76.0,0.16,97.0,0,12,3,2,1.3333333333333333,97.85730000000001,49.05517440272001,65.0,2.0,2.0,0,10.0
158,0,3,11808,34.0,3.17,98.0,40,143,3,3,3.6666666666666665,96.66666666666667,95.22184106938668,95.0,2.6666666666666665,2.0,346,10.0
159,1,2,6786,27.0,0.62,98.0,14,47,5,5,4.0,100.0,97.83276160408002,75.0,9.5,9.025,84,10.0
160,0,0,1170,0.0,1.12,93.0,29,90,2,1,3.5,94.0,87.66552320816004,50.0,1.0,1.0,357,10.0
161,1,2,7575,46.0,2.31,95.0,18,156,1,1,3.6,85.2,81.66620928326401,75.0,2.0,1.22,37,10.0
162,0,5,71179,46.0,0.53,99.0,21,45,16,7,4.0,99.66666666666667,98.22184106938668,400.0,3.6666666666666665,3.0,250,10.0
163,0,4,21525,35.0,1.4,96.0,8,124,2,2,3.0,99.46432499999999,99.05517440272001,40.0,21.0,21.0,337,10.0
164,0,4,29563,35.0,1.79,93.0,5,155,5,5,4.0,100.0,99.05517440272001,140.0,4.0,2.9166666666666665,322,10.0
165,0,6,20520,76.0,0.24,100.0,0,6,1,0,1.0,96.78595020594902,94.33104940272001,25.0,30.0,30.0,0,10.0
166,0,2,15129,35.0,1.43,97.0,40,124,16,7,4.0,99.66666666666667,98.22184106938668,65.0,2.0,2.0,46,10.0
167,0,6,21942,35.0,1.63,95.33333333333333,33,144,16,7,4.0,99.66666666666667,98.22184106938668,65.0,2.0,2.0,0,10.0
168,0,3,18060,35.0,1.2,94.0,33,106,16,7,4.0,99.66666666666667,98.22184106938668,65.0,2.0,2.0,0,10.0
169,0,5,18774,35.0,1.91,97.33333333333333,31,117,16,7,4.0,99.66666666666667,98.22184106938668,70.0,2.0,2.0,50,10.0
170,0,0,6100,35.0,5.02,99.0,50,444,1,1,4.0,100.0,99.05517440272001,70.0,1.0,1.0,339,10.0
171,0,1,9300,35.0,1.17,100.0,13,92,1,1,3.5,99.46432499999999,99.05517440272001,15.0,3.0,2.3000000000000003,272,10.0
172,0,0,1794,23.0,2.85,92.5,27,244,5,2,4.0,99.5,96.22184106938668,10.0,3.1666666666666665,2.0500000000000003,90,10.0
173,0,0,2709,23.0,2.35,91.0,22,199,5,2,4.0,99.5,96.22184106938668,10.0,3.1666666666666665,2.0500000000000003,90,10.0
174,0,0,2631,23.0,2.44,92.0,21,206,5,2,4.0,99.5,96.22184106938668,10.0,3.1666666666666665,2.0500000000000003,90,10.0
175,0,0,8550,5.0,3.56,94.0,27,313,1,1,2.6666666666666665,86.66666666666667,79.22184106938668,80.0,2.0,2.0,176,10.0
176,1,2,1794,24.0,0.29,70.4083672004425,1,1,3,2,3.0,80.66666666666667,80.44368213877335,75.0,3.0,3.0,89,2.0
177,0,3,15561,35.0,1.78,96.0,13,155,1,1,2.5,93.16666666666667,84.38850773605334,0.0,2.0,2.0,171,10.0
178,0,0,0,24.0,0.01,94.0,0,1,3,2,2.6666666666666665,81.83333333333333,75.72184106938668,65.0,3.0,3.0,90,10.0
179,0,3,10725,30.0,7.04,97.0,107,612,2,0,4.0,100.0,97.06620928326402,0.0,1.0,1.0,0,10.0
180,0,5,21463,35.0,1.38,95.5,48,111,16,7,4.0,99.66666666666667,98.22184106938668,65.0,2.0,2.0,45,10.0
181,0,0,7000,35.0,0.74,97.0,32,50,16,7,4.0,99.66666666666667,98.22184106938668,65.0,2.0,2.0,47,10.0
182,0,0,4998,5.0,1.68,97.0,19,125,2,2,4.0,93.33333333333333,93.11034880544003,100.0,12.666666666666666,12.666666666666666,130,10.0
183,0,1,6300,35.0,1.16,99.0,5,101,1,1,3.8333333333333335,100.0,59.55517440272001,150.0,2.0,2.0,365,10.0
184,0,2,5580,0.0,2.79,97.0,33,232,1,1,2.5,98.392975,97.16552320816004,0.0,3.0,3.0,0,10.0
185,0,2,9600,5.0,2.77,87.0,24,242,4,4,2.3333333333333335,83.83333333333333,88.72184106938668,75.0,1.0,1.0,180,9.0
186,0,0,900,35.0,0.74,89.0,0,64,1,1,0.6666666666666666,70.02396666666668,15.721841069386683,90.95796,30.0,30.0,365,10.0
187,0,0,2655,0.0,7.6,95.0,86,637,1,0,4.0,100.0,97.16552320816004,90.95796,1.0,1.0,1,10.0
188,0,3,14375,5.0,3.1,97.0,38,270,1,1,4.0,100.0,99.05517440272001,25.0,4.0,4.0,82,10.0
189,0,0,6435,5.0,2.36,94.16666666666667,21,204,1,1,4.0,100.0,99.05517440272001,90.0,2.3333333333333335,2.0,14,9.0
190,0,3,16100,59.0,0.84,96.5,15,66,3,3,3.1666666666666665,87.5,82.72184106938668,160.0,2.0,2.0,335,9.0
191,0,2,9936,35.0,1.37,98.0,4,118,1,0,2.0,92.35730000000001,88.72184106938668,35.0,2.0,2.0,90,10.0
192,1,2,10725,5.0,2.05,99.0,23,177,2,2,1.75,96.0894625,94.0,100.0,23.25,23.25,301,10.0
193,1,3,9975,5.0,3.08,89.0,17,255,6,6,2.75,86.5,94.33276160408002,50.0,31.0,22.7,62,10.0
194,0,0,4830,5.0,3.18,91.0,27,274,6,6,3.0,88.6,94.46620928326402,50.0,7.8,7.8,90,10.0
195,0,0,4512,35.0,3.2,98.0,22,277,1,1,4.0,100.0,99.05517440272001,30.0,2.0,2.0,89,10.0
196,0,2,8295,76.0,1.04,97.0,6,86,1,1,2.1666666666666665,99.46432499999999,64.05517440272001,75.0,2.0,2.0,335,10.0
197,0,2,14125,5.0,2.25,98.0,27,194,2,2,4.0,100.0,97.55517440272001,75.0,2.0,1.7666666666666666,145,10.0
198,0,2,10725,35.0,3.81,94.0,38,333,1,1,4.0,100.0,98.55517440272001,50.0,5.0,2.183333333333333,209,10.0
199,0,0,700,0.0,0.8,96.0,9,66,2,0,3.5,100.0,92.16552320816004,10.0,3.0,3.0,73,10.0
200,0,1,6213,35.0,2.52,98.0,14,205,2,0,3.1666666666666665,95.0,83.05517440272001,90.95796,20.666666666666668,20.666666666666668,363,10.0
201,0,3,13959,5.0,1.74,96.0,16,67,9,5,3.1666666666666665,84.29765833333333,87.88850773605334,35.0,2.0,2.0,90,10.0
