,churn,suceessful,revenue,covid_cases_zip,reviews_per_month,review_scores_rating,number_of_reviews_ltm,number_of_reviews,calculated_host_listings_count,calculated_host_listings_count_entire_homes,host_response_time,host_response_rate,host_acceptance_rate,cleaning_fee,maximum_minimum_nights,minimum_nights_avg_ntm,availability_365,review_scores_checkin
3917,1,2,9525,5.0,4.98,100.0,35,112,2,1,4.0,100.0,99.0,0.0,3.0,3.0,107,10.0
3918,0,6,26820,59.0,0.34,100.0,1,7,1,1,1.0,96.78595020594902,98.11034940272002,90.95796,30.0,30.0,0,10.0
3919,0,4,13175,76.0,1.92,100.0,16,43,1,1,3.6666666666666665,100.0,88.38850773605334,35.0,3.0,3.0,23,10.0
3920,0,0,7140,35.0,2.01,95.0,22,47,12,12,3.8333333333333335,100.0,99.05517440272001,125.0,8.333333333333334,6.883333333333333,36,10.0
3921,0,1,8343,0.0,0.08,100.0,0,1,1,1,3.0,100.0,94.33104641632009,90.95796201512121,3.0,3.0,3,10.0
3922,0,1,9490,35.0,2.188318,95.61255026688791,0,0,2,2,2.8333333333333335,94.83333333333333,69.72184106938668,0.0,4.0,4.0,258,9.872224000000001
3923,0,0,2828,34.0,0.98,100.0,7,23,4,3,4.0,100.0,99.05517440272001,40.0,2.0,2.0,176,10.0
3924,0,5,95904,35.0,0.13,66.66666666666667,1,2,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.266666666666666,361,7.0
3925,0,3,44955,35.0,0.46,98.53751693355457,2,2,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.266666666666666,364,10.0
3926,0,6,105894,35.0,1.38,95.5,16,21,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.266666666666666,319,9.0
3927,0,3,52947,35.0,0.14,71.33333333333333,2,3,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.266666666666666,364,9.0
3928,0,4,57942,35.0,2.188318,95.61255026688791,0,0,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.266666666666666,359,9.872224000000001
3929,1,3,18000,23.0,0.76,89.6,3,18,1,1,2.4,75.95719,77.0,50.0,4.2,2.28,5,10.0
3930,0,4,58941,35.0,0.48,89.0,5,7,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.266666666666666,358,9.0
3931,0,6,106893,35.0,0.07,100.0,0,1,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.266666666666666,360,10.0
3932,0,3,26900,35.0,4.08,93.16666666666667,50,94,42,42,4.0,100.0,98.22184106938668,99.0,3.0,1.3833333333333335,22,9.0
3933,0,5,53946,35.0,0.15,80.0,1,1,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.266666666666666,357,10.0
3934,0,2,41958,35.0,2.188318,95.61255026688791,0,0,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.266666666666666,364,9.872224000000001
3935,0,2,43956,35.0,2.188318,95.61255026688791,0,0,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.266666666666666,364,9.872224000000001
3936,0,1,16260,35.0,3.4,93.0,33,74,42,42,4.0,100.0,98.22184106938668,75.0,2.6666666666666665,1.0833333333333333,29,10.0
3937,0,3,29970,35.0,0.29,55.666666666666664,1,4,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.266666666666666,364,9.0
3938,0,3,45954,35.0,0.73,95.03751693355457,3,3,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.266666666666666,361,9.0
3939,0,5,65934,35.0,0.83,92.33333333333333,9,12,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.25,356,9.0
3940,0,5,78921,35.0,0.81,86.16666666666667,8,12,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.266666666666666,359,10.0
3941,1,0,5460,46.0,1.03,97.0,11,24,12,12,3.8,100.0,100.0,125.0,2.8,2.0799999999999996,152,10.0
3942,0,0,510,6.0,2.85,93.0,36,58,13,1,4.0,97.33333333333333,98.11034880544003,7.0,2.6666666666666665,2.0,68,10.0
3943,0,0,1320,6.0,2.96,94.66666666666667,36,61,13,1,4.0,97.33333333333333,98.11034880544003,7.0,2.6666666666666665,2.0,63,10.0
3944,0,2,8000,35.0,2.65,99.0,29,62,2,2,4.0,100.0,99.05517440272001,125.0,3.0,3.0,180,10.0
3945,0,0,8160,35.0,6.77,96.83333333333333,72,156,49,49,4.0,100.0,98.55517440272001,95.0,1.0,1.0,148,10.0
3946,0,0,2415,35.0,0.53,85.16666666666667,3,10,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,82.0,3.0,1.25,351,9.0
3947,0,0,1311,35.0,0.25,73.0,1,4,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,82.0,2.3333333333333335,1.05,357,9.0
3948,0,0,1518,35.0,0.31,87.0,0,6,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,82.0,2.3333333333333335,1.05,357,10.0
3949,0,0,7650,35.0,5.26,98.0,53,116,49,49,4.0,100.0,98.55517440272001,95.0,1.0,1.0,176,10.0
3950,0,0,6612,35.0,5.18,97.83333333333333,57,114,49,49,4.0,100.0,98.55517440272001,99.0,1.3333333333333333,1.3333333333333333,126,10.0
3951,0,0,1200,6.0,3.88,90.66666666666667,44,77,13,1,4.0,97.33333333333333,98.11034880544003,7.0,2.6666666666666665,2.0,64,10.0
3952,0,5,57942,35.0,0.87,88.76875860022125,4,4,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.25,364,10.0
3953,0,4,47952,35.0,0.41,95.33333333333333,3,3,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.266666666666666,361,10.0
3954,0,4,62937,35.0,0.61,89.83333333333333,7,9,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.25,364,9.0
3955,0,6,65934,35.0,1.15,90.66666666666667,9,9,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.25,352,10.0
3956,0,3,33966,35.0,0.37,90.83333333333333,4,6,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.166666666666664,12.266666666666666,364,7.0
3957,0,4,76923,35.0,0.75,80.66666666666667,9,10,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.333333333333336,12.299999999999999,348,7.0
3958,0,2,15000,22.0,1.13,98.0,10,26,3,3,4.0,100.0,98.22184106938668,200.0,8.5,6.683333333333334,344,10.0
3959,0,5,68931,35.0,0.3,71.87085026688791,1,1,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.333333333333336,12.299999999999999,340,2.0
3960,0,6,97902,35.0,0.32,94.0,4,5,86,86,3.1666666666666665,86.16666666666667,97.38850773605334,100.0,55.333333333333336,12.299999999999999,342,9.0
3961,0,0,1350,5.0,1.48,85.33333333333333,14,25,1,1,3.5,97.79765833333333,99.05517440272001,90.95796,7.5,7.5,179,10.0
3962,0,0,945,6.0,2.83,91.33333333333333,32,56,13,1,4.0,97.33333333333333,98.11034880544003,7.0,2.6666666666666665,2.0,68,10.0
3963,0,0,1800,6.0,3.79,89.0,43,78,13,1,4.0,97.33333333333333,98.11034880544003,7.0,2.6666666666666665,2.0,30,10.0
3964,1,0,0,76.0,0.22,68.0,0,5,21,6,4.0,90.66666666666667,85.33333333333333,0.0,30.0,30.0,90,8.0
3965,0,0,1064,6.0,3.01,86.66666666666667,38,62,13,1,4.0,97.33333333333333,98.11034880544003,7.0,2.6666666666666665,2.0,54,9.0
3966,0,4,18818,59.0,2.86,97.0,30,57,3,3,4.0,100.0,98.22184106938668,199.0,4.0,2.9,351,10.0
3967,0,1,8485,35.0,2.12,88.33333333333333,23,49,42,42,4.0,100.0,98.22184106938668,75.0,3.0,1.3166666666666667,34,9.0
3968,0,1,8625,35.0,2.32,89.0,21,53,42,42,4.0,100.0,98.22184106938668,50.0,2.6666666666666665,1.0999999999999999,0,10.0
3969,1,1,3200,27.0,2.188318,95.61255,0,0,1,1,2.5,98.392975,97.165525,150.0,16.5,16.5,0,9.872224000000001
3970,0,4,15960,34.0,0.95,92.0,3,20,1,1,2.0,97.85730000000001,99.05517440272001,85.0,30.0,30.0,0,10.0
3971,0,1,10752,35.0,5.44,100.0,53,125,2,2,4.0,100.0,98.22184106938668,100.0,2.0,2.0,90,10.0
3972,0,2,9500,35.0,1.65,100.0,10,38,1,1,1.3333333333333333,97.85730000000001,77.88850773605334,75.0,30.0,30.0,364,10.0
3973,0,4,32426,35.0,0.25,95.8,3,5,43,43,3.6,92.8,98.46620928326402,125.0,3.0,2.1800000000000006,350,10.0
3974,0,0,555,35.0,1.73,94.0,8,39,4,4,2.8333333333333335,70.63099166666667,99.05517440272001,160.0,30.0,30.0,90,9.0
3975,0,0,1846,30.0,0.48,90.83333333333333,3,9,1,1,1.6666666666666667,97.85730000000001,99.05517440272001,100.0,30.0,30.0,178,10.0
3976,0,2,12446,35.0,4.1,98.0,40,94,3,3,4.0,98.16666666666667,97.05517440272001,40.0,3.0,2.9166666666666665,88,10.0
3977,0,0,2136,23.0,1.68,99.0,14,39,2,0,2.5,86.66666666666667,99.05517440272001,90.95796,1.0,1.0,359,10.0
3978,0,0,9900,35.0,5.49,94.0,58,119,49,49,4.0,100.0,98.55517440272001,95.0,1.3333333333333333,1.3333333333333333,150,10.0
3979,0,0,7308,28.0,4.06,91.6,44,81,25,21,4.0,100.0,98.06620928326402,75.0,2.6,1.08,55,10.0
3980,0,3,22300,28.0,4.62,93.0,64,100,25,21,4.0,100.0,98.06620928326402,99.0,2.4,1.04,50,9.0
3981,0,2,8811,46.0,1.92,99.0,18,40,1,1,4.0,100.0,96.55517440272001,50.0,1.0,1.0,223,10.0
3982,0,1,10500,35.0,8.48,100.0,60,197,1,1,4.0,100.0,99.05517440272001,40.0,1.0,1.0,123,10.0
3983,0,2,10500,24.0,3.64,99.0,30,81,1,1,4.0,100.0,94.38850773605334,75.0,30.0,9.299999999999999,144,10.0
3984,0,0,2800,29.0,0.41,95.0,1,8,1,1,2.8333333333333335,98.0,88.22184106938668,125.0,2.0,2.0,90,10.0
3985,0,0,1025,59.0,1.4,99.0,11,26,1,0,4.0,98.16666666666667,99.05517440272001,40.0,5.833333333333333,5.833333333333333,174,10.0
3986,0,0,2673,0.0,1.17,95.0,18,22,1,1,4.0,100.0,97.16552320816004,125.0,4.0,2.55,58,10.0
3987,1,0,0,76.0,0.05,60.0,0,1,21,6,4.0,90.66666666666667,85.33333333333333,0.0,30.0,30.0,90,10.0
3988,0,0,5184,34.0,2.64,99.0,23,57,2,2,3.5,99.46432499999999,96.55517440272001,40.0,3.0,3.0,0,10.0
3989,0,6,24300,35.0,2.188318,95.61255026688791,0,0,2,2,1.0,96.78595020594902,36.22184106938668,150.0,30.0,30.0,0,9.872224000000001
3990,0,3,12420,35.0,0.58,98.0,0,13,1,1,1.0,96.78595020594902,98.11034940272002,50.0,30.0,30.0,0,10.0
3991,0,0,1335,76.0,0.65,97.0,7,8,2,2,4.0,100.0,97.22184106938668,75.0,6.666666666666667,6.666666666666667,180,10.0
3992,0,5,25350,59.0,2.5,99.16666666666667,27,50,1,1,3.1666666666666665,74.33333333333333,99.05517440272001,150.0,6.833333333333333,6.833333333333333,77,10.0
3993,0,0,1500,35.0,0.8,91.66666666666667,5,18,1,0,3.0,93.46432499999999,86.22184106938668,15.0,1.0,1.0,89,10.0
3994,0,0,6075,29.0,2.81,96.66666666666667,36,62,1,0,3.6666666666666665,96.66666666666667,94.72184106938668,25.0,1.0,1.0,68,10.0
3995,0,0,841,8.0,0.18,100.0,2,3,2,1,3.0,100.0,76.11034880544003,25.0,30.0,30.0,245,10.0
3996,0,1,8544,34.0,3.29,98.16666666666667,26,74,2,2,3.5,99.46432499999999,96.55517440272001,50.0,3.0,3.0,0,10.0
3997,0,6,80550,46.0,0.28,100.0,0,6,1,1,1.0,96.78595020594902,81.22069940272002,250.0,30.0,30.0,283,9.0
3998,0,1,3293,76.0,2.06,94.0,15,45,2,2,4.0,100.0,97.22184106938668,79.0,7.166666666666667,7.166666666666667,0,10.0
3999,0,3,20085,5.0,2.75,91.0,21,62,4,4,4.0,100.0,100.0,185.0,3.0,2.2199999999999998,121,10.0
4000,0,1,6825,5.0,2.98,90.2,29,67,4,4,4.0,100.0,100.0,185.0,3.6,2.44,246,10.0
4001,0,2,11700,34.0,1.87,89.4,13,42,4,4,4.0,100.0,100.0,185.0,3.2,2.4,238,10.0
4002,0,2,12600,24.0,2.3,98.0,21,49,1,1,3.6666666666666665,94.33333333333333,96.55517440272001,95.0,3.0,2.6,351,10.0
4003,0,1,6831,35.0,2.84,96.5,26,63,8,8,4.0,100.0,98.55517440272001,65.0,5.333333333333333,2.466666666666667,196,10.0
4004,0,0,0,76.0,2.188318,95.61255026688791,0,0,21,6,4.0,94.5,86.05517440272001,0.0,30.0,30.0,90,9.872224000000001
4005,0,4,23530,35.0,2.188318,95.61255026688791,0,0,2,2,2.8333333333333335,94.83333333333333,69.72184106938668,0.0,4.0,4.0,243,9.872224000000001
4006,1,0,189,18.0,1.8,90.0,16,39,1,1,1.0,96.78595,93.0,150.0,2.0,2.0,89,10.0
4007,0,1,10075,5.0,2.07,89.16666666666667,20,46,1,1,4.0,100.0,96.88850773605334,165.0,3.0,3.0,99,9.0
4008,0,0,1350,76.0,0.63,75.0,4,8,21,6,4.0,94.5,86.05517440272001,50.0,30.0,30.0,90,10.0
4009,0,0,3720,76.0,1.19,100.0,12,25,1,0,3.5,99.46432499999999,94.22184106938668,30.0,2.0,2.0,179,10.0
4010,1,0,5070,5.0,0.66,100.0,2,15,3,3,4.0,100.0,86.0,175.0,2.2,1.52,333,10.0
4011,0,6,171000,35.0,0.05,100.0,0,1,2,1,1.6666666666666667,98.92865020594901,15.721841069386683,90.95796,7.0,7.0,8,6.0
4012,0,2,9400,34.0,3.73,99.0,30,70,1,1,4.0,100.0,99.05517440272001,45.0,2.0,2.0,142,10.0
4013,0,0,2040,76.0,1.84,95.83333333333333,22,35,2,0,3.8333333333333335,99.33333333333333,99.05517440272001,35.0,1.0,1.0,358,10.0
4014,0,1,10800,35.0,0.29,98.53751693355457,1,1,1,1,1.0,96.78595020594902,98.11034940272002,125.0,30.0,30.0,364,10.0
4015,0,0,3663,35.0,1.39,99.0,9,28,1,1,2.8333333333333335,100.0,94.55517440272001,95.0,2.8333333333333335,2.8333333333333335,163,10.0
4016,0,0,7596,35.0,2.65,99.0,30,54,1,1,4.0,100.0,96.22184106938668,150.0,3.0,1.4333333333333333,169,10.0
4017,0,4,16830,76.0,3.74,99.0,43,77,1,1,3.5,99.46432499999999,99.05517440272001,60.0,2.0,2.0,14,10.0
4018,0,5,14040,34.0,4.23,99.0,46,95,2,2,4.0,100.0,99.05517440272001,45.0,4.0,1.2166666666666666,185,10.0
4019,0,0,900,76.0,2.93,97.83333333333333,23,63,2,0,3.8333333333333335,99.33333333333333,99.05517440272001,35.0,1.0,1.0,365,10.0
4020,0,4,26925,34.0,1.66,98.0,14,35,2,2,3.8333333333333335,93.33333333333333,96.55517440272001,200.0,3.8333333333333335,2.3833333333333333,179,10.0
4021,0,1,7500,34.0,0.26,100.0,3,4,4,3,4.0,100.0,99.05517440272001,90.95796,3.0,3.0,269,10.0
4022,0,3,9225,27.0,2.81,97.0,32,51,2,2,4.0,100.0,97.08276160408002,100.0,23.75,2.125,365,10.0
4023,1,0,1692,2.0,0.71,90.66666666666667,9,12,1,1,4.0,93.33333333333333,71.33333333333333,125.0,2.0,2.0,85,10.0
4024,0,2,13300,30.0,2.92,96.5,33,33,2,2,3.1666666666666665,98.33333333333333,99.05517440272001,100.0,2.0,2.0,74,10.0
4025,0,1,11716,35.0,3.0,96.16666666666667,34,68,37,37,4.0,99.66666666666667,98.22184106938668,125.0,4.0,2.1333333333333333,358,10.0
4026,0,2,9810,34.0,4.77,99.0,60,106,2,2,4.0,100.0,99.05517440272001,45.0,3.6666666666666665,1.2166666666666666,185,10.0
4027,0,2,14326,26.0,2.52,97.0,22,52,14,14,4.0,100.0,97.66620928326401,160.0,8.4,8.34,0,10.0
4028,0,0,990,2.0,2.97,90.0,26,58,4,3,4.0,100.0,98.11034880544003,45.0,30.0,30.0,175,9.0
4029,0,0,4500,35.0,1.97,95.83333333333333,20,37,7,7,3.6666666666666665,89.16666666666667,99.05517440272001,130.0,30.0,30.0,365,10.0
4030,0,2,8400,76.0,3.36,99.0,37,69,1,1,4.0,100.0,99.05517440272001,75.0,2.0,2.0,0,10.0
4031,0,5,24600,23.0,0.68,100.0,5,13,1,1,3.5,99.46432499999999,99.05517440272001,70.0,2.0,2.0,241,10.0
4032,1,0,3900,35.0,1.96,85.0,14,44,6,1,3.6666666666666665,100.0,95.7770154721067,35.0,10.666666666666666,10.333333333333334,80,10.0
4033,0,5,20125,46.0,3.83,100.0,41,85,1,1,4.0,100.0,99.05517440272001,75.0,2.0,2.0,158,10.0
4034,0,0,1988,72.0,2.21,95.76875860022125,11,11,1,1,3.8333333333333335,100.0,99.05517440272001,75.0,2.1666666666666665,1.5666666666666667,356,10.0
4035,0,6,34452,35.0,2.08,100.0,24,24,1,1,3.3333333333333335,99.46432499999999,98.22184106938668,100.0,30.0,30.0,0,10.0
4036,0,1,7500,18.0,1.75,95.0,14,37,1,1,4.0,100.0,98.86620928326401,80.0,1.8,1.8,237,10.0
4037,0,0,2070,35.0,1.26,88.0,6,27,4,4,2.3333333333333335,98.92865,99.05517440272001,75.0,30.0,30.0,270,10.0
4038,0,2,12250,34.0,0.68,100.0,7,9,4,4,4.0,100.0,98.86620928326401,200.0,7.0,2.6799999999999997,321,10.0
4039,0,3,18000,34.0,0.46,100.0,5,5,4,4,4.0,100.0,98.86620928326401,200.0,7.0,2.6799999999999997,311,10.0
4040,0,5,21420,35.0,2.188318,95.61255026688791,0,0,1,1,3.8333333333333335,100.0,74.72184106938668,35.0,30.0,30.0,0,9.872224000000001
4041,0,2,10360,35.0,1.07,97.66666666666667,9,17,3,3,3.8333333333333335,100.0,95.88850773605334,50.0,6.0,2.8666666666666667,37,10.0
4042,0,2,8814,46.0,2.75,96.66666666666667,27,54,1,1,4.0,100.0,99.05517440272001,25.0,2.8333333333333335,1.1,164,10.0
4043,0,1,9000,147.0,0.72,89.83333333333333,4,11,2,2,3.5,99.46432499999999,99.05517440272001,150.0,3.0,2.0,360,10.0
4044,0,0,1600,46.0,2.02,99.0,21,45,1,1,4.0,100.0,99.05517440272001,120.0,3.3333333333333335,2.4333333333333336,228,10.0
4045,0,1,11850,35.0,2.94,89.66666666666667,28,64,42,42,4.0,100.0,98.22184106938668,75.0,2.6666666666666665,1.0999999999999999,29,10.0
4046,0,4,28460,35.0,3.03,92.5,30,67,42,42,4.0,100.0,98.22184106938668,75.0,2.6666666666666665,1.2,29,10.0
4047,0,0,5928,22.0,7.04,99.0,64,158,1,1,4.0,100.0,99.05517440272001,20.0,2.0,2.0,56,10.0
4048,0,1,12600,35.0,2.65,88.0,30,59,42,42,4.0,100.0,98.22184106938668,75.0,2.8333333333333335,1.1833333333333333,29,9.0
4049,0,0,10897,35.0,2.27,94.83333333333333,29,47,64,64,4.0,93.16666666666667,98.88850773605334,111.0,2.0,2.0,292,10.0
4050,0,4,15042,34.0,2.36,93.66666666666667,26,49,64,64,4.0,93.16666666666667,98.88850773605334,135.0,2.0,2.0,252,10.0
4051,0,2,14072,34.0,1.33,93.66666666666667,16,27,64,64,4.0,93.16666666666667,98.88850773605334,135.0,2.0,2.0,261,10.0
4052,0,0,460,5.0,0.22,96.0,0,5,1,1,3.8333333333333335,100.0,68.88850773605334,84.0,30.0,30.0,90,10.0
4053,0,0,2090,26.0,2.41,92.0,29,46,2,0,3.6,97.6,90.26620928326402,6.0,1.0,1.0,172,10.0
4054,0,4,10800,59.0,0.18,100.0,0,3,1,0,1.1666666666666667,97.321625,94.33104940272001,50.0,1.0,1.0,0,10.0
4055,0,2,7800,35.0,1.61,91.66666666666667,14,36,1,1,4.0,100.0,99.05517440272001,135.0,5.333333333333333,3.516666666666667,27,10.0
4056,0,2,12600,46.0,3.86,95.0,48,77,11,11,4.0,95.83333333333333,99.05517440272001,100.0,20.5,8.466666666666667,0,10.0
4057,0,3,11770,46.0,2.45,99.0,5,55,1,1,1.0,96.78595020594902,99.05517440272001,30.0,30.0,30.0,22,10.0
4058,0,1,6235,46.0,1.22,92.5,10,24,22,22,4.0,100.0,99.05517440272001,90.0,2.6666666666666665,2.1333333333333333,338,10.0
4059,0,1,7625,46.0,1.58,96.16666666666667,13,34,22,22,4.0,100.0,99.05517440272001,75.0,2.6666666666666665,2.1333333333333333,190,10.0
4060,0,0,5700,30.0,0.65,90.83333333333333,5,14,2,2,3.1666666666666665,100.0,81.72184106938668,100.0,2.0,2.0,179,9.0
4061,0,2,11550,34.0,2.46,97.33333333333333,27,52,6,6,4.0,100.0,99.05517440272001,120.0,5.833333333333333,4.583333333333333,0,10.0
4062,0,2,6270,35.0,0.64,100.0,1,13,1,1,1.0,96.78595020594902,89.88850773605334,50.0,30.0,30.0,178,10.0
4063,1,1,6700,35.0,1.43,95.32251,5,5,1,1,4.0,100.0,88.6,35.0,3.0,2.02,0,10.0
4064,0,0,6615,35.0,3.86,98.0,33,83,7,7,4.0,100.0,99.05517440272001,100.0,50.5,50.5,78,10.0
4065,0,0,5980,35.0,3.04,98.0,25,68,7,7,4.0,100.0,99.05517440272001,90.0,25.5,25.5,194,10.0
4066,0,0,6846,26.0,1.3,100.0,15,17,4,4,4.0,100.0,98.86620928326401,275.0,11.2,8.2,325,10.0
4067,0,6,26161,34.0,1.39,97.0,9,30,5,5,4.0,100.0,99.05517440272001,100.0,2.0,2.0,29,10.0
4068,0,1,11542,35.0,3.8,100.0,42,82,1,1,4.0,100.0,97.88850773605334,65.0,4.0,2.483333333333333,248,10.0
4069,0,0,6136,35.0,6.11,97.0,68,127,49,49,4.0,100.0,98.55517440272001,95.0,1.3333333333333333,1.3333333333333333,171,10.0
4070,0,4,15042,5.0,2.61,99.0,22,55,3,3,3.5,99.46432499999999,97.38850773605334,80.0,2.0,1.4000000000000001,0,10.0
4071,0,4,16574,34.0,4.5,95.66666666666667,49,99,1,1,4.0,99.33333333333333,98.88850773605334,75.0,5.5,4.8500000000000005,70,9.0
4072,0,3,13200,35.0,0.36,100.0,3,7,1,1,3.5,99.46432499999999,69.55517440272001,75.0,2.0,2.0,0,10.0
4073,0,0,7482,46.0,1.34,79.33333333333333,10,27,7,7,4.0,92.16666666666667,96.22184106938668,35.0,2.0,2.0,176,9.0
4074,0,0,4108,46.0,0.88,90.33333333333333,6,19,7,7,4.0,92.16666666666667,96.22184106938668,30.0,2.0,2.0,170,9.0
4075,0,0,8960,34.0,2.51,99.33333333333333,25,54,6,6,4.0,100.0,99.05517440272001,120.0,5.666666666666667,4.566666666666666,90,10.0
4076,0,3,10650,5.0,1.7,93.0,14,37,9,5,3.1666666666666665,84.29765833333333,87.88850773605334,20.0,2.0,2.0,90,9.0
4077,0,0,4675,5.0,1.22,84.5,12,26,7,7,4.0,92.16666666666667,96.22184106938668,30.0,2.0,2.0,170,10.0
4078,0,1,9500,5.0,1.69,98.0,15,34,2,0,4.0,100.0,97.55517440272001,65.0,2.0,2.0,348,10.0
4079,0,4,17820,35.0,2.188318,95.61255026688791,0,0,2,1,1.6666666666666667,98.92865020594901,15.721841069386683,90.95796,7.0,7.0,0,9.872224000000001
4080,0,5,17760,35.0,3.53,100.0,35,76,1,1,3.5,99.46432499999999,97.88850773605334,60.0,3.0,2.4,0,10.0
4081,0,2,13800,35.0,1.32,100.0,9,27,3,3,3.8333333333333335,100.0,95.88850773605334,100.0,31.0,31.0,51,10.0
4082,0,6,72000,35.0,0.25,100.0,0,4,1,0,1.0,96.78595020594902,97.16552440272001,120.0,2.0,2.0,0,10.0
4083,0,4,13200,46.0,3.85,98.83333333333333,41,83,1,1,4.0,100.0,98.88850773605334,150.0,2.5,2.0666666666666664,216,10.0
4084,0,6,28500,23.0,2.27,95.5,19,50,1,1,3.5,99.46432499999999,99.05517440272001,199.0,3.3333333333333335,1.9000000000000001,78,10.0
4085,0,5,31500,35.0,0.66,98.5,7,14,2,2,4.0,100.0,99.05517440272001,240.0,6.0,3.2833333333333337,153,10.0
4086,1,0,260,23.0,0.61,89.0,6,6,1,1,3.4,99.35719,100.0,75.0,3.0,3.0,72,9.0
4087,0,5,30195,5.0,2.188318,95.61255026688791,0,0,4,1,2.5,92.33333333333333,81.88850773605334,90.95796,4.333333333333333,3.1,331,9.872224000000001
4088,0,5,17550,23.0,3.39,100.0,33,63,1,1,3.8333333333333335,100.0,91.05517440272001,100.0,4.333333333333333,3.0,103,10.0
4089,0,5,20520,5.0,2.188318,95.61255026688791,0,0,4,1,2.5,92.33333333333333,81.88850773605334,90.95796,4.333333333333333,3.1,331,9.872224000000001
4090,0,6,44100,46.0,1.23,98.0,9,25,1,1,2.6666666666666665,75.5,99.05517440272001,400.0,7.5,7.5,173,10.0
4091,0,0,1500,0.0,0.62,87.0,8,9,148,148,4.0,96.0,94.33104641632009,70.0,3.0,1.0,11,10.0
4092,0,0,6094,35.0,1.33,95.0,11,28,64,64,4.0,93.16666666666667,98.88850773605334,135.0,2.0,2.0,295,10.0
4093,0,0,2400,30.0,3.57,95.0,32,78,5,5,3.8333333333333335,98.33333333333333,91.22184106938668,55.0,30.0,30.0,90,10.0
4094,1,2,10325,30.0,2.16,81.8,21,44,1,1,4.0,100.0,100.0,200.0,3.4,2.46,246,10.0
4095,0,4,21950,46.0,4.17,98.0,44,88,1,1,4.0,100.0,99.05517440272001,50.0,5.0,3.15,235,10.0
4096,0,0,6262,3.0,1.29,95.0,17,24,99,99,4.0,95.75,98.58276160408002,91.0,2.0,2.0,307,10.0
4097,0,0,1242,35.0,0.71,92.0,0,15,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,82.0,2.3333333333333335,1.05,357,9.0
4098,0,0,2553,35.0,2.21,97.83333333333333,18,48,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,82.0,2.3333333333333335,1.05,313,10.0
4099,0,0,1680,23.0,0.31,55.0,2,2,1,1,4.0,100.0,88.72184106938668,100.0,30.0,30.0,180,10.0
4100,0,5,45000,35.0,0.6,100.0,4,12,2,2,2.5,98.39297500000002,92.88850773605334,125.0,4.0,3.4499999999999997,84,10.0
4101,0,0,3330,23.0,1.16,93.83333333333333,9,24,1,1,2.6666666666666665,89.66666666666667,87.88850773605334,75.0,2.0,2.0,178,10.0
4102,0,3,15876,5.0,6.7,97.66666666666667,71,143,1,1,3.5,100.0,98.22184106938668,65.0,1.0,1.0,198,10.0
4103,0,4,23500,5.0,3.04,95.0,31,61,15,15,4.0,99.4,98.86620928326401,70.0,3.0,3.0,7,10.0
4104,0,1,10988,30.0,3.35,96.16666666666667,36,65,2,1,4.0,100.0,98.88850773605334,40.0,1.0,1.0,0,10.0
4105,0,6,19250,76.0,0.48,100.0,2,9,2,1,3.0,98.92865,99.05517440272001,50.0,2.1666666666666665,2.1666666666666665,0,10.0
4106,0,3,10745,34.0,2.36,98.0,27,48,6,6,4.0,100.0,99.05517440272001,120.0,5.166666666666667,3.9,114,10.0
4107,0,0,2666,35.0,2.18,99.66666666666667,17,43,1,1,3.5,99.46432499999999,99.05517440272001,45.0,3.0,3.0,157,10.0
